submitted_on,water_point_name,latitude,longitude,chlorination_rehab_date,community_mobilised,functional_status_before,rating_bolts_nuts,rating_compression_cone,rating_cylinder,rating_flapper,rating_footvalve_bobbin,rating_footvalve_body,rating_footvalve_oring,rating_fulcrum_pin,rating_fulcrum_bearings,rating_handle,rating_hanger_pin,rating_hanger_bearings,rating_head_bolt,rating_plunger_bobbin,rating_plunger_body,rating_plunger_useal,rating_pump_head_case,rating_pump_head_cover,rating_rising_main,rating_rising_centralisers,rating_rods,rating_rod_centralisers,rating_rodhanger,rating_rope,rating_socket,rating_steel_cone,rating_top_sleeve,rod_count,broken_parts_fished_out,broken_parts_comments,silt_observed,corrosion_observed,slime_observed,rising_main_length_m,rope_attached,photos_of_removed_parts,pedestal_condition,pedestal_firm,photos_of_civil_work,latrines_within_30m,latrines_within_100m,cemetery_within_30m,waste_dumps_within_30m,difficult_access_by_car,chlorination_done,parts_chlorinated,parts_chlorinated_unknown,borehole_depth_m,water_depth_m,chlorine_water_buckets,hth_dissolved_properly,chlorinated_parts_installed,replaced_rising_main_length_m,replaced_rod_count,replaced_bolts_nuts_tick,replaced_bolts_nuts_count,replaced_compression_cone_tick,replaced_compression_cone_count,replaced_cylinder_tick,replaced_cylinder_count,replaced_flapper_tick,replaced_flapper_count,replaced_footvalve_bobbin_tick,replaced_footvalve_bobbin_count,replaced_footvalve_body_tick,replaced_footvalve_body_count,replaced_footvalve_oring_tick,replaced_footvalve_oring_count,replaced_fulcrum_pin_tick,replaced_fulcrum_pin_count,replaced_fulcrum_bearings_tick,replaced_fulcrum_bearings_count,replaced_handle_tick,replaced_handle_count,replaced_hanger_pin_tick,replaced_hanger_pin_count,replaced_hanger_bearings_tick,replaced_hanger_bearings_count,replaced_head_bolt_tick,replaced_head_bolt_count,replaced_plunger_bobbin_tick,replaced_plunger_bobbin_count,replaced_plunger_body_tick,replaced_plunger_body_count,replaced_plunger_useal_tick,replaced_plunger_useal_count,replaced_pump_head_case_tick,replaced_pump_head_case_count,replaced_pump_head_cover_tick,replaced_pump_head_cover_count,replaced_rising_main_tick,replaced_rising_main_count,replaced_rising_centralisers_tick,replaced_rising_centralisers_count,replaced_rods_tick,replaced_rods_count,replaced_rod_centralisers_tick,replaced_rod_centralisers_count,replaced_rodhanger_tick,replaced_rodhanger_count,replaced_rope_tick,replaced_rope_count,replaced_socket_tick,replaced_socket_count,replaced_steel_cone_tick,replaced_steel_cone_count,replaced_top_sleeve_tick,replaced_top_sleeve_count,functionality_after,time_to_fill_20l_bucket,strokes_to_yield_water
2/7/2019,Mtambo borehole 01,-15.9719698,35.3284381,17/06/2019,Yes,Partially Functional,3,2,2,2,3,3,3,2,4,2,2,4,2,4,2,4,2,2,2,3,2,3,2,3,2,2,2,10,Yes,NA,No,No,No,33,Yes,https://api.mwater.co/v3/images/d426009bdfd941d791bad5cb8da819bb,As New,Yes,https://api.mwater.co/v3/images/527d463665204f44a833c0b0d5d93bc7; https://api.mwater.co/v3/images/06bc80f067ef457b8fd5d421e2f9bf23,No,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,30,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,37.77,1
3/7/2019,Phulanya borehole,-15.6425817,35.5202264,17/06/2019,Yes,Partially Functional,3,2,2,4,3,2,2,2,4,2,2,4,2,5,3,4,1,3,2,3,3,3,4,2,4,2,2,6,No,NA,Yes,No,No,19,Yes,https://api.mwater.co/v3/images/bf98247f99de4a3c9fc7f7063edec8a2; https://api.mwater.co/v3/images/47098fe40e8d43f8824cefc11bcea88b; https://api.mwater.co/v3/images/360a7e5841c04d02932037ba2f7ea3eb,Minimal Wear,Yes,https://api.mwater.co/v3/images/0f4c8f4940b8417cb7c8c574658a9992; https://api.mwater.co/v3/images/9decbfb252f449239bc9fe01b9a08d60,No,No,No,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,19,6,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2,NA,NA,FALSE,NA,TRUE,2,NA,NA,TRUE,1,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,2,TRUE,1,NA,NA,TRUE,1,NA,NA,NA,NA,Functional,49.7,1
19/06/2019,Chikuli   fp school,-15.9434498,35.4164293,17/06/2019,Yes,Partially Functional,5,2,2,Missing,3,2,2,5,5,2,5,5,2,3,2,2,2,2,2,2,3,4,3,2,2,2,2,9,Yes,Bush bearing are worn out,No,No,Yes,28,Yes,https://api.mwater.co/v3/images/1712bad17d05467aa0678fdeeb286ce4; https://api.mwater.co/v3/images/7320f805b9a24e95b50bd69fff141efa; https://api.mwater.co/v3/images/8e53d0ad74d841fdba8912d91c20b818; https://api.mwater.co/v3/images/b406420e89894350bb3bfe3f53535c84,Moderate Wear,Yes,https://api.mwater.co/v3/images/2ae6189e2ae4474e96befd2a5c512e68,Yes,Yes,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,28,9,TRUE,4,FALSE,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,2,NA,NA,TRUE,1,TRUE,2,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,Functional,66.061,1
24/02/2020,Muhowa borehole 2,-15.9078302,35.442084,17/06/2019,Yes,Non-functional,5,2,2,2,2,2,3,4,5,2,2,5,2,2,2,4,3,3,2,3,2,4,2,3,2,2,2,9,Yes,NA,Yes,Yes,Yes,27,Yes,https://api.mwater.co/v3/images/2a97673731f44a20aac9a8d4746176b9,As New,Yes,https://api.mwater.co/v3/images/aa6b8ed95409480899e4a5659f8cd7e6; https://api.mwater.co/v3/images/4da3fa89c963462d902326927d9ada6b,No,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,27,9,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,2,NA,NA,NA,NA,TRUE,2,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,NA,NA,NA,NA,TRUE,2,NA,NA,NA,NA,Functional,40.271,1
25/06/2019,Nogwe  2   village,-15.8357646,35.5123948,17/06/2019,Yes,Partially Functional,3,3,4,5,3,3,3,4,5,4,3,4,3,4,5,4,3,2,3,2,2,4,3,2,2,2,2,9,Yes,Handle is missing,No,Yes,No,37,Yes,https://api.mwater.co/v3/images/fab44db0b86948b1b771d4440ca555ac,Moderate Wear,Yes,https://api.mwater.co/v3/images/fd62aefbdea84d55b5fc0bfdf96283fb,Yes,Yes,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,27,9,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,2,TRUE,1,TRUE,1,TRUE,2,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,55.273,1
14/06/2019,Chabwera water point 1,-15.839353,35.5410107,17/06/2019,Yes,Partially Functional,2,2,2,5,2,2,2,2,5,2,2,5,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,9,No,NA,No,Yes,Yes,27,Yes,https://api.mwater.co/v3/images/b47d247c6aaf4a078a1ec4034e633b1a; https://api.mwater.co/v3/images/3a43eda9a4b94c5b8d5bdf451f0b6886; https://api.mwater.co/v3/images/c10db4447dc84b67b1d5471d0179f179; https://api.mwater.co/v3/images/1c3ac74a43d04e05b2e04b607e470817; https://api.mwater.co/v3/images/d9ce3612c26a4fefb0a4f48e7e8d7cbf,Significant Wear,Yes,https://api.mwater.co/v3/images/0a2201b1bf28449f845e2ab4d0d4af2c; https://api.mwater.co/v3/images/50fb190ee0eb47cd9446a05a62c5a18f,No,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,27,9,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2,NA,NA,NA,NA,TRUE,2,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,50.61,2
22/06/2019,Kambenje Primary School borehole,-15.8535557,35.5602747,10/6/2019,Yes,Partially Functional,2,2,2,5,2,2,2,5,5,2,5,5,2,2,2,5,2,2,2,2,2,5,2,2,2,2,2,10,Yes,Bush bearings,No,Yes,No,30,Yes,https://api.mwater.co/v3/images/11b5b0cefc184d8abdc5cb8a521cf17f; https://api.mwater.co/v3/images/1a9ef5365bc3452eae0d72f92dff9c82; https://api.mwater.co/v3/images/c92bfca759e441e1bbfe91283d59f696; https://api.mwater.co/v3/images/eda7e15dca6a4f9b95920bf0c92f6e46; https://api.mwater.co/v3/images/354c8c4bb4cc416ebaef7be6c8efdb9a; https://api.mwater.co/v3/images/9f1a41cd34f6472db60313b274db2e9a,Moderate Wear,Yes,https://api.mwater.co/v3/images/ba8a3f9b854d47bb8fe13fe646e3d907; https://api.mwater.co/v3/images/310a3a859ebe49649c2a016af75aef85,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,30,10,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,2,NA,NA,TRUE,1,TRUE,2,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,49.232,2
3/7/2019,Likuwa primary school borehole,-15.9292544,35.4431042,17/06/2019,Yes,Partially Functional,3,2,5,5,5,5,2,5,5,5,5,5,3,2,2,2,4,4,5,5,5,5,3,5,5,2,5,6,No,NA,No,No,No,18,Yes,https://api.mwater.co/v3/images/65a2649380c246e3a909e95a905de68b; https://api.mwater.co/v3/images/834d39614d144b7ebf35a33c0f2e51c7; https://api.mwater.co/v3/images/4b655c6b329f4af9afe55acd254bce2e; https://api.mwater.co/v3/images/24d06c78b2c64e86bcc3065a71a95973; https://api.mwater.co/v3/images/1c5ff3f562a44eaaac95d0881e24b6aa; https://api.mwater.co/v3/images/7884a2b6ccb0445fb6de259d964036d2,Significant Wear,Yes,https://api.mwater.co/v3/images/7ba5b8c41b2b49a786645c29c4495556; https://api.mwater.co/v3/images/441854b2d2e34e3a9c92c0d782113d4c; https://api.mwater.co/v3/images/66db6befd1274c1fa3837ed0bbf16472; https://api.mwater.co/v3/images/6d82e4f79c224fa3a0285179d3b00de5,No,No,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,TRUE,1,TRUE,1,TRUE,1,TRUE,1,NA,NA,TRUE,1,TRUE,2,TRUE,1,TRUE,1,TRUE,2,NA,NA,NA,NA,TRUE,1,TRUE,1,NA,NA,NA,NA,TRUE,1,TRUE,3,TRUE,2,TRUE,5,NA,NA,TRUE,1,TRUE,3,NA,NA,TRUE,1,Functional,60.397,1
15/06/2020,Chimenya 2 borehole,-15.6344612,35.1850491,18/06/2019,Yes,Partially Functional,5,2,2,5,2,2,2,2,5,3,2,2,3,2,5,5,2,3,2,2,2,5,2,2,2,2,2,6,No,NA,Yes,Yes,No,18,Yes,https://api.mwater.co/v3/images/82631f09747945f08d96befbac8f2a37; https://api.mwater.co/v3/images/10903c4d97ba4e829fc3e33ded83061e,Minimal Wear,Yes,https://api.mwater.co/v3/images/30323bd7c18d4e7091ac882167fe12e2,No,No,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0,0,TRUE,1,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,54.292,2
8/7/2019,Nthiramanja(kapala),-15.96440299,35.33836126,22/06/2019,Yes,Partially Functional,4,5,2,Missing,2,2,2,1,4,2,2,3,Missing,4,2,4,4,4,1,2,2,4,2,2,2,4,4,6,No,NA,Yes,No,No,18,Yes,https://api.mwater.co/v3/images/27f2d8e8b2094984afa51324ddaaf626; https://api.mwater.co/v3/images/54c86eb70aee4446ba979fa609919c81; https://api.mwater.co/v3/images/bbb1be118cad4603b75942dc0d131169,Moderate Wear,Yes,https://api.mwater.co/v3/images/6bef181e0b9e4a1b9291a5902fe15dd9; https://api.mwater.co/v3/images/07512eb9d7d24b96a5850b55e601fac7,Yes,Yes,No,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,18,6,TRUE,2,TRUE,1,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,Functional,58.37,1
16/03/2020,Nthiramanja(kapala),-15.96440299,35.33836126,17/06/2019,Yes,Partially Functional,1,2,2,2,2,2,2,2,4,2,2,4,2,4,4,4,4,1,2,1,1,4,2,2,2,2,1,10,No,NA,Yes,Yes,No,30,Yes,https://api.mwater.co/v3/images/58e633fdb0d14d85ad162af89a11f182; https://api.mwater.co/v3/images/c6abef4da7ee48609ab78006f6e4fae7; https://api.mwater.co/v3/images/a0f0e9648c5b4b6aa55b5bff635815ca,As New,Yes,https://api.mwater.co/v3/images/1f5476eab7254bdca29ea88b5bf43697; https://api.mwater.co/v3/images/df6098684fe0457ba6104bb224696cf9; https://api.mwater.co/v3/images/5dfb11c2ee3a4be5845ab2ecde68fdc7,Yes,Yes,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,30,10,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,2,NA,NA,NA,NA,TRUE,2,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,55.531,1
3/7/2019,Nthiramanja borehole  01,-15.9603408,35.3387998,17/06/2019,Yes,Non-functional,2,2,2,Missing,2,2,2,2,2,2,2,2,2,4,3,4,2,2,2,2,2,5,2,2,2,2,2,9,No,NA,No,Yes,No,30,Yes,https://api.mwater.co/v3/images/202b29f83f854e68862e359dd2bcf829; https://api.mwater.co/v3/images/3745a2ee0451445d808e3790ce53906e; https://api.mwater.co/v3/images/a559a61275fa4b078c0e3120e6f7a5af,Minimal Wear,Yes,https://api.mwater.co/v3/images/2c8e8d975a4d48b6bcefab8827bffbf7; https://api.mwater.co/v3/images/ae1f35d154f84c79ad5fa9e8392e81a1,No,No,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,30,0,NA,0,NA,0,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,NA,0,NA,0,NA,0,TRUE,1,NA,0,NA,0,TRUE,1,TRUE,1,TRUE,1,NA,0,NA,0,NA,0,NA,0,NA,0,TRUE,9,NA,0,TRUE,1,TRUE,1,TRUE,1,TRUE,1,Functional,59.91,3
28/02/2020,Nthiramanja borehole  01,-15.9603408,35.3387998,17/06/2019,Yes,Non-functional,2,1,1,2,2,2,2,2,5,1,2,5,1,4,4,4,2,2,2,2,2,3,2,2,2,1,1,8,No,NA,Yes,Yes,No,24,Yes,https://api.mwater.co/v3/images/4cbe6e096fe944efbfc49f21986623f0; https://api.mwater.co/v3/images/4f2d60b686564c0bbad57df7deb367b3,As New,Yes,https://api.mwater.co/v3/images/6dadf39f5ef443ad8e3ef8dd9650832a; https://api.mwater.co/v3/images/c7b5911df5804a319e267f5b66492354,No,Yes,No,No,No,Yes,NA,NA,24,20,20,Yes,Yes,24,8,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2,NA,NA,NA,NA,TRUE,2,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,53.671,1
25/06/2019,Mkwera   village Borehole,-15.9157038,35.4608593,18/06/2019,Yes,Partially Functional,2,2,2,5,2,2,2,5,5,2,2,5,2,5,5,5,2,2,2,2,2,5,2,2,2,2,2,10,Yes,Bush bearing,No,Yes,Yes,331,Yes,https://api.mwater.co/v3/images/fd7fecb019fe4b86a53bd2e6e46aab12; https://api.mwater.co/v3/images/cd90cfd158e7451c924cf371370636ba; https://api.mwater.co/v3/images/db54213357fe45f8a8d8fa631ab35e75; https://api.mwater.co/v3/images/72213677736546f4b27a3b93c78e3806; https://api.mwater.co/v3/images/dc0ff12a876b4896815d163d77c18cb4; https://api.mwater.co/v3/images/8bd292d0fcee4fd181af745f6e66e52b; https://api.mwater.co/v3/images/851ec653f2eb45be80197cd3df93daff,Moderate Wear,Yes,https://api.mwater.co/v3/images/798b62bef6da41a395e0b1e7548cb68b; https://api.mwater.co/v3/images/d8781bf968c94bb596b312bb4382878c,No,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,33,10,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1,TRUE,2,NA,NA,NA,NA,TRUE,2,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,60.1,2
13/12/2019,Mkwera   village Borehole,-15.9157038,35.4608593,18/06/2019,Yes,Partially Functional,2,2,2,5,2,2,2,5,5,2,5,5,2,2,2,5,2,2,2,2,2,5,2,2,2,2,2,8,No,NA,No,No,No,24,Yes,https://api.mwater.co/v3/images/ac17cfd495d441e1bd760a03a9e6cdb7; https://api.mwater.co/v3/images/df6b0902cf6d4fc989a5bb4f3310eaa9; https://api.mwater.co/v3/images/fbda714beca24ae5b0aeccbe2a730e6e; https://api.mwater.co/v3/images/7fd6d77724ff4be3b7c7f2523fa8d325; https://api.mwater.co/v3/images/83b62169aac74a289d8ec6e404345f9c,Minimal Wear,Yes,https://api.mwater.co/v3/images/3a20663b209b492b98809acf7a7a119a; https://api.mwater.co/v3/images/696d81433bff4d29ae2468c2731cb236; https://api.mwater.co/v3/images/7888bacc5db544a089e59b592635d587,No,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,24,8,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,2,NA,NA,TRUE,1,TRUE,2,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,50.261,2
19/06/2019,Kunlola   borehole 1,-15.917365,35.4062191,18/06/2019,Yes,Partially Functional,3,2,2,4,1,1,1,2,5,2,2,5,2,5,5,5,2,2,2,2,1,3,2,2,2,1,1,8,No,NA,No,No,No,24,Yes,https://api.mwater.co/v3/images/04a54ff704bf434595879444ffdd0304; https://api.mwater.co/v3/images/bc9142cf627e4b599db166eb8fc9a1f4; https://api.mwater.co/v3/images/d4ff578c4b294fc3bb8d840794524754,As New,Yes,https://api.mwater.co/v3/images/38af383432334fd69573332daf7228ee,No,Yes,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,24,8,TRUE,1,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2,NA,NA,NA,NA,TRUE,2,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,31.63,1
24/02/2020,Kunlola   borehole 1,-15.917365,35.4062191,19/06/2019,Yes,Non-functional,4,Missing,4,Missing,5,5,5,4,5,2,4,5,3,5,5,5,2,2,4,5,4,Missing,3,5,5,4,4,3,No,NA,Yes,Yes,Yes,9,Yes,https://api.mwater.co/v3/images/cf011b31ad0c4b15aca6d88da74f17ca; https://api.mwater.co/v3/images/af4c670f9bfd47769d03af56444bc5f6; https://api.mwater.co/v3/images/629e6cacc249492fa412a103260d06fb,Minimal Wear,Yes,https://api.mwater.co/v3/images/7b730e34e16f42759ce670e442f2a07b,No,Yes,No,No,No,Yes,NA,NA,15,12,12,Yes,Yes,16,5,TRUE,4,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,2,FALSE,NA,TRUE,1,TRUE,2,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,TRUE,5,FALSE,NA,TRUE,5,TRUE,5,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,Functional,53.75,1
21/06/2019,Makulo  primary school borehole,-15.9097417,35.4073733,19/06/2019,No,Partially Functional,5,2,2,2,2,1,2,2,4,2,5,4,2,3,2,3,2,2,2,2,2,4,2,2,2,3,2,9,Yes,NA,No,Yes,No,27,Yes,https://api.mwater.co/v3/images/09cc9eb3fb614d7a93c7d34fc8823dfc; https://api.mwater.co/v3/images/dda1d4a491f24be2966590f2f45629c8,Moderate Wear,Yes,https://api.mwater.co/v3/images/e249b19ef5254e638067d8174edd4797; https://api.mwater.co/v3/images/4cb2331b66bb452c8fa4acbf87614452; https://api.mwater.co/v3/images/0b439ac146974bd2a61cd48982cf09e6,No,Yes,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,27,9,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2,NA,NA,TRUE,1,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,60.161,1
26/02/2020,Beseni borehole 2,-15.6284695,35.5129812,19/06/2019,Yes,Non-functional,Missing,3,3,5,2,3,2,4,5,3,4,3,Missing,2,2,4,4,3,3,3,4,3,2,3,4,2,4,3,Yes,NA,Yes,Yes,Yes,11,Yes,https://api.mwater.co/v3/images/3888b281fd7446c88a830d727eae154f; https://api.mwater.co/v3/images/743bcf70816a499ba4bf332f6726ee27; https://api.mwater.co/v3/images/77cbb20d16e04866b4b4c9b2883cfc3c; https://api.mwater.co/v3/images/06070c1cac044620a9dafe6d98bffb84; https://api.mwater.co/v3/images/40f4ad8ded25471e8886a2e7178f1966; https://api.mwater.co/v3/images/cbce25be89c64fa493a044e734862ae3,Moderate Wear,Yes,https://api.mwater.co/v3/images/68fdce7011034c9798cdda91de44db4f; https://api.mwater.co/v3/images/d0910fed68f342f180c2b93b6817cef0,Yes,Yes,No,No,No,Yes,NA,NA,10,6,6,Yes,Yes,12,3,TRUE,3,NA,NA,NA,NA,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,2,NA,NA,NA,NA,TRUE,2,NA,NA,FALSE,NA,NA,NA,TRUE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,NA,NA,NA,NA,TRUE,2,NA,NA,TRUE,1,Functional,57.591,1
26/02/2020,Khunje borehole,-15.6307631,35.5163641,19/06/2019,Yes,Partially Functional,4,2,2,Missing,4,4,4,3,4,2,3,4,2,4,4,4,2,2,3,3,3,4,3,4,3,3,3,7,Yes,NA,Yes,No,Yes,24,Yes,https://api.mwater.co/v3/images/2bcb519c0e1b4eebb34a033326c9601a; https://api.mwater.co/v3/images/b519ec1091354e8c80b9667b152699fa; https://api.mwater.co/v3/images/8449771bb1d6415ab80c4589d4b63af7,Significant Wear,Yes,https://api.mwater.co/v3/images/5ec4ca260e314c32aece352f95c45eaa; https://api.mwater.co/v3/images/bc6f4844b0424e64b0b13df1d803f738; https://api.mwater.co/v3/images/e7274359a4c847c0a39a209f95b092c1,No,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,30,10,TRUE,4,NA,NA,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,NA,NA,TRUE,2,NA,NA,NA,NA,TRUE,2,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,TRUE,3,NA,NA,TRUE,3,TRUE,10,NA,NA,TRUE,1,TRUE,4,NA,NA,NA,NA,Functional,39.37,1
19/06/2019,Fundi  borehole 1,-15.9584665,35.4193718,19/06/2019,Yes,Partially Functional,3,2,2,5,2,3,2,5,5,2,2,2,2,5,2,5,2,2,2,2,1,2,1,2,2,1,1,13,No,NA,Yes,No,No,37,Yes,https://api.mwater.co/v3/images/2fd6d3f46fa543aaa3e4aa53fe0bd039; https://api.mwater.co/v3/images/baef2b6d0933474ca7e4f3727e532b34; https://api.mwater.co/v3/images/5e8f689cc9ec4f4b85ffa02322a6b01b; https://api.mwater.co/v3/images/06f3363bc65d450ca054ac40f7e56a00,Minimal Wear,Yes,https://api.mwater.co/v3/images/896571c302364684b6754f8af771c07b; https://api.mwater.co/v3/images/befd0b718d2c4ea0b45a08ba23b869de,No,No,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,45.297,2
5/12/2019,Fundi  borehole 1,-15.9584665,35.4193718,19/06/2019,Yes,Partially Functional,4,3,4,Missing,4,4,5,5,4,4,3,4,4,3,3,4,5,5,4,4,3,4,3,2,2,2,3,7,Yes,Head case is heavily damaged,Yes,Yes,No,21,Yes,https://api.mwater.co/v3/images/e74a22377b3f4dd7bed0e90ee2ba151f; https://api.mwater.co/v3/images/557fa551fae5408ca90e66a048a2a8ae; https://api.mwater.co/v3/images/11746c96574d4a53ac96dd87d365767d,Moderate Wear,Yes,https://api.mwater.co/v3/images/7c1ff0a77cb84efe8d9ddb1af6fdb79a; https://api.mwater.co/v3/images/dec82ae2edbb41e4aec8b3066529127a,No,Yes,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,21,7,TRUE,4,NA,NA,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,2,NA,NA,TRUE,1,TRUE,2,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,FALSE,NA,TRUE,3,NA,NA,TRUE,6,NA,3,NA,NA,TRUE,NA,NA,NA,NA,NA,Functional,60.241,1
